,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
807,4/19/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"McGee, Thomas M.",Committee,2016 Pre-primary Report (ND)
808,4/19/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William C.",Committee,2016 Pre-primary Report (ND)
809,4/19/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Benson, Jennifer",Committee,2016 Pre-primary Report (ND)
810,4/23/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"L'Italien, Barbara",Committee,2016 Pre-primary Report (ND)
811,4/28/2016,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,4/28/16 Deposit Report
812,5/3/2016,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Rush, Michael F.",Committee,2016 Pre-primary Report (ND)
813,5/3/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Speliotis, Theodore C.",Committee,2016 Pre-primary Report (ND)
814,5/3/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Cullinane, Dan",Committee,2016 Pre-primary Report (ND)
815,5/5/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"deMacedo, Vinny",Committee,2016 Pre-primary Report (ND)
816,5/16/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"O'Day, James J.",Committee,2016 Pre-primary Report (ND)
817,5/16/2016,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moore, Michael",Committee,2016 Pre-primary Report (ND)
818,5/19/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Ciommo, Mark",Committee,5/19/16 Deposit Report
819,5/23/2016,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kafka, Louis L.",Committee,2016 Pre-primary Report (ND)
820,5/23/2016,Greater Boston Real Estate Board Pol Action Comm.,02108-1804,$150.00 ,"Lesser, Eric Phillip",Committee,2016 Pre-primary Report (ND)
821,5/24/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Spilka, Karen",Committee,2016 Pre-primary Report (ND)
822,5/24/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Toomey Jr., Timothy J.",Committee,2016 Pre-primary Report (ND)
823,5/24/2016,Greater Boston Real Estate Board Pac 80606,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Committee,5/24/16 Deposit Report
824,5/24/2016,"Greater Boston Real Estate Board, 0",2108,$150.00 ,"Hunt, Daniel J.",Union/Association,2016 Pre-primary Report (ND)
825,5/26/2016,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,5/26/16 Deposit Report
826,5/26/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Ferrante, Ann-Margaret",Committee,2016 Pre-primary Report (ND)
827,5/31/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Nangle, David M.",Committee,2016 Pre-primary Report (ND)
828,6/7/2016,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moran, Michael J.",Union/Association,2016 Pre-primary Report (ND)
829,6/8/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"George, Annissa",Committee,6/8/16 Deposit Report
830,6/8/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Keenan, John F.",Committee,2016 Pre-primary Report (ND)
831,6/28/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Dooley, Shawn C.",Committee,2016 Pre-primary Report (ND)
832,6/29/2016,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Lewis, Jason",Committee,2016 Pre-primary Report (ND)
833,6/29/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Honan, Kevin G.",Committee,2016 Pre-primary Report (ND)
834,7/1/2016,Greater Boston Real Estate Board PAC,02108-1804,$350.00 ,"Healey, Maura T.",Committee,7/1/16 Deposit Report
835,7/2/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Crighton, Brendan Peter",Committee,2016 Pre-primary Report (ND)
836,7/5/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Madaro, Adrian",Committee,2016 Pre-primary Report (ND)
837,7/5/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Lawn, John",Committee,2016 Pre-primary Report (ND)
838,7/11/2016,Greater Boston Real Estate Board PAC,2108,$200.00 ,"DiDomenico, Sal N.",Committee,2016 Pre-primary Report (ND)
839,7/14/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2016 Pre-primary Report (ND)
840,7/25/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Lovely, Joan",Committee,2016 Pre-primary Report (ND)
841,7/29/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Wu, Michelle",Committee,7/29/16 Deposit Report
842,8/31/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Rogers, John H.",Committee,2016 Pre-election Report (ND)
843,9/16/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Brady, Michael D.",Committee,2016 Pre-election Report (ND)
844,9/26/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, Walter F.",Committee,2016 Pre-election Report (ND)
845,9/30/2016,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Polito, Karyn E.",Committee,9/30/16 Deposit Report
846,10/11/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Gordon, Kenneth I.",Committee,2016 Pre-election Report (ND)
847,10/11/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Mom, Rady",Committee,2016 Pre-election Report (ND)
848,10/12/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Donahue, Daniel M.",Committee,2016 Pre-election Report (ND)
849,10/20/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Cusack, Mark James",Committee,2016 Pre-election Report (ND)
850,11/2/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Cahill, Daniel F.",Committee,2016 Year-end Report (ND)
851,12/23/2016,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,12/23/16 Deposit Report
852,12/28/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Timilty, James E.",Committee,2016 Year-end Report (ND)
853,12/29/2016,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Baker, Charles D.",Committee,12/29/16 Deposit Report
854,2/10/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Galvin, William F.",Committee,2/10/17 Deposit Report
855,2/16/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Wu, Michelle",Committee,2/16/17 Deposit Report
856,2/24/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"McGee, Thomas M.",Committee,2017 Other Report (ND)
857,2/27/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Boncore, Joseph Angelo",Committee,2017 Mid-Year Report (ND)
858,3/3/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Chandler, Harriette L.",Committee,2017 Mid-Year Report (ND)
859,3/3/2017,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Madaro, Adrian",Committee,2017 Mid-Year Report (ND)
860,3/3/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Naughton, Harold P.",Committee,2017 Mid-Year Report
861,3/8/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Coppinger, Edward F.",Committee,2017 Mid-Year Report (ND)
862,3/13/2017,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Rush, Michael F.",Committee,2017 Mid-Year Report (ND)
863,3/17/2017,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Zakim, Joshua",Committee,3/17/17 Deposit Report
864,3/21/2017,Greater Boston Real Estate Board,2108,$300.00 ,"Forry, Linda Dorcena",Committee,2017 Mid-Year Report (ND)
865,3/22/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Welch, James T.",Committee,2017 Mid-Year Report (ND)
866,3/24/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Flanagan, Jennifer L.",Committee,2017 Mid-Year Report (ND)
867,3/27/2017,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Cullinane, Dan",Committee,2017 Mid-Year Report
868,3/27/2017,Greater Boston Real Estate Board Political Action Committee,02108-1804,$200.00 ,"Donato, Paul J.",Committee,2017 Mid-Year Report (ND)
869,3/28/2017,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,3/28/17 Deposit Report
870,3/30/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"L'Italien, Barbara",Committee,2017 Mid-Year Report (ND)
871,3/31/2017,Greater Boston Real Estate Board PAC,02108-3011,$300.00 ,"Dempsey, Brian S.",Committee,2017 Mid-Year Report (ND)
872,3/31/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Arciero, Jim",Committee,2017 Mid-Year Report (ND)
873,4/3/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Ryan, Daniel Joseph",Committee,2017 Mid-Year Report (ND)
874,4/3/2017,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Carvalho, Evandro C.",Committee,2017 Mid-Year Report
875,4/5/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Chan, Tackey",Committee,2017 Mid-Year Report (ND)
876,4/5/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2017 Mid-Year Report (ND)
877,4/10/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,2017 Mid-Year Report (ND)
878,4/11/2017,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Parisella, Jerald A.",Committee,2017 Mid-Year Report (ND)
879,4/11/2017,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Hogan, Kate",Committee,2017 Mid-Year Report (ND)
880,4/11/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Sanchez, Jeffrey",Committee,2017 Mid-Year Report (ND)
881,4/12/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Cusack, Mark James",Committee,2017 Mid-Year Report (ND)
882,4/18/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cronin, Claire",Committee,2017 Mid-Year Report (ND)
883,4/18/2017,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Crighton, Brendan Peter",Committee,2017 Mid-Year Report (ND)
884,4/19/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Benson, Jennifer",Committee,2017 Mid-Year Report (ND)
885,4/25/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Spilka, Karen",Committee,2017 Mid-Year Report (ND)
886,4/26/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"McCarthy, Timothy Patrick",Committee,4/26/17 Deposit Report
887,4/27/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Golden Jr., Thomas A.",Committee,2017 Mid-Year Report (ND)
888,4/27/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Brady, Michael D.",Committee,2017 Mid-Year Report (ND)
889,4/28/2017,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Michlewitz, Aaron",Committee,2017 Mid-Year Report
890,5/3/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Kaufman, Jay R.",Committee,2017 Mid-Year Report (ND)
891,5/4/2017,Greater Boston Real Estate Board PAC,2108,$250.00 ,"deMacedo, Vinny",Committee,2017 Mid-Year Report (ND)
892,5/5/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Lawn, John",Committee,2017 Mid-Year Report (ND)
893,5/9/2017,Greater Boston Real Estate Board,2108,$100.00 ,"Tucker, Paul F.",Committee,2017 Mid-Year Report (ND)
894,5/11/2017,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Creem, Cynthia S.",Committee,2017 Mid-Year Report (ND)
895,5/12/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"DiDomenico, Sal N.",Committee,2017 Mid-Year Report (ND)
896,5/18/2017,Greater Boston Real Estate Board Pac 80606,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Committee,5/18/17 Deposit Report
897,5/19/2017,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kafka, Louis L.",Committee,2017 Mid-Year Report (ND)
898,5/30/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Honan, Kevin G.",Committee,2017 Mid-Year Report (ND)
899,6/5/2017,Greater Boston Real Estate Board,2108,$300.00 ,"O'Day, James J.",Committee,2017 Mid-Year Report (ND)
900,6/9/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Ciommo, Mark",Committee,6/9/17 Deposit Report
901,6/12/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Timilty, Walter F.",Committee,2017 Mid-Year Report (ND)
902,6/13/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2017 Mid-Year Report (ND)
903,6/14/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Linehan, William 'Bill'",Committee,6/14/17 Deposit Report
904,6/15/2017,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,6/15/17 Deposit Report
905,6/20/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Nangle, David M.",Committee,2017 Mid-Year Report (ND)
906,6/21/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Moore, Michael",Committee,2017 Mid-Year Report (ND)
907,7/10/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Essaibi George, Annissa",Committee,7/10/17 Deposit Report
908,7/12/2017,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Roy, Jeffrey N.",Committee,2017 Year-end Report (ND)
909,7/18/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Tarr, Bruce",Committee,2017 Year-end Report (ND)
910,9/27/2017,Greater Boston Real Estate Board Political Action Committee,2108,$500.00 ,"Baker, Charles D.",Individual,9/27/17 Deposit Report
911,10/2/2017,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Rosenberg, Stanley C.",Committee,2017 Year-end Report (ND)
912,10/6/2017,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Polito, Karyn E.",Union/Association,10/6/17 Deposit Report
913,10/10/2017,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Rogers, John H.",Committee,2017 Year-end Report (ND)
914,10/27/2017,Greater Boston Real Estate Board,02108-1887,$200.00 ,"Collins, Nicholas P.",Committee,2017 Year-end Report (ND)
915,11/1/2017,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Lovely, Joan",Committee,2017 Year-end Report (ND)
916,11/8/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Cahill, Daniel F.",Committee,2017 Year-end Report (ND)
917,11/15/2017,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Finn, Michael J.",Committee,2017 Year-end Report (ND)
918,11/16/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Murphy, James",Committee,2017 Year-end Report (ND)
919,11/29/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Decker, Marjorie C.",Committee,2017 Year-end Report (ND)
920,12/1/2017,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Donoghue, Eileen",Committee,2017 Year-end Report (ND)
921,12/6/2017,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Cutler, Josh",Committee,2017 Year-end Report (ND)
922,12/11/2017,Greater Boston Real Estate Board Pol Action Comm.,02108-1804,$200.00 ,"Lesser, Eric Phillip",Committee,2017 Year-end Report (ND)
923,12/17/2017,Greater Boston Real Estate Board Pac,2108,$200.00 ,"O'Connor Ives, Kathleen A.",Committee,2017 Year-end Report (ND)
924,12/22/2017,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Livingstone, Jay",Committee,2017 Year-end Report (ND)
925,12/26/2017,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Stanley, Thomas M.",Committee,2017 Year-end Report (ND)
926,12/28/2017,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,12/28/17 Deposit Report
927,12/29/2017,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Edwards, Lydia",Committee,12/29/17 Deposit Report
928,1/16/2018,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Baker, Frank",Committee,1/16/18 Deposit Report
929,1/17/2018,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,"DeLeo, Robert A.",Committee,2018 Pre-primary Report (ND)
930,1/29/2018,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Cyr, Julian Andre",Committee,2018 Pre-primary Report (ND)
931,2/15/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Galvin, William F.",Committee,2/15/18 Deposit Report
932,2/23/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Wu, Michelle",Committee,2/23/18 Deposit Report
933,2/24/2018,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Flynn, Edward Michael",Committee,2/24/18 Deposit Report
934,2/25/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Coppinger, Edward F.",Committee,2018 Pre-primary Report (ND)
935,2/27/2018,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Charles D.",Union/Association,2/27/18 Deposit Report
936,2/28/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Cullinane, Dan",Committee,2018 Pre-Primary Report
937,2/28/2018,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Collins, Nicholas P.",Committee,2018 Pre-primary Report (Special) (ND)
938,3/1/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Boncore, Joseph Angelo",Committee,2018 Pre-Primary Report
939,3/2/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Madaro, Adrian",Committee,2018 Pre-Primary Report
940,3/7/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Parisella, Jerald A.",Committee,2018 Pre-primary Report (ND)
941,3/7/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Welch, James T.",Committee,2018 Pre-Primary Report
942,3/9/2018,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Rush, Michael F.",Committee,2018 Pre-primary Report (ND)
943,3/15/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Stanley, Thomas M.",Committee,2018 Pre-primary Report (ND)
944,3/22/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Hogan, Kate",Committee,2018 Pre-primary Report (ND)
945,3/27/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Michlewitz, Aaron",Committee,2018 Pre-Primary Report
946,3/29/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Straus, William M.",Committee,2018 Pre-primary Report (ND)
947,3/29/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Garlick, Denise",Committee,2018 Pre-Primary Report
948,3/30/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Brodeur, Paul",Committee,2018 Pre-primary Report (ND)
949,3/30/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Galvin, William C.",Committee,2018 Pre-primary Report (ND)
950,4/4/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2018 Pre-primary Report (ND)
951,4/5/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Naughton, Harold P.",Committee,2018 Pre-Primary Report
952,4/6/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Ryan, Daniel Joseph",Committee,2018 Pre-Primary Report
953,4/10/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Hill, Bradford R.",Committee,2018 Pre-primary Report (ND)
954,4/10/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Mahoney, John J.",Committee,2018 Pre-Primary Report
955,4/10/2018,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Gregoire, Danielle W.",Committee,2018 Pre-Primary Report
956,4/10/2018,Greater Boston Real Estate Board Political Action Committee,02108-1804,$200.00 ,"Donato, Paul J.",Committee,2018 Pre-primary Report (ND)
957,4/11/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Benson, Jennifer",Committee,2018 Pre-Primary Report
958,4/12/2018,Greater Boston Real Estate Board Pac,2108,$100.00 ,"Vega, Aaron",Committee,2018 Pre-Primary Report
959,4/17/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Barber, Christine P.",Committee,2018 Pre-primary Report (ND)
960,4/17/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Speliotis, Theodore C.",Committee,2018 Pre-primary Report (ND)
961,4/24/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"McMurtry, Paul",Committee,2018 Pre-Primary Report
962,4/25/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Rogers, David M.",Committee,2018 Pre-Primary Report
963,5/1/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Cronin, Claire",Committee,2018 Pre-primary Report (ND)
964,5/7/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Nangle, David M.",Committee,2018 Pre-Primary Report
965,5/10/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"deMacedo, Vinny",Committee,2018 Pre-primary Report (ND)
966,5/11/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Spilka, Karen",Committee,2018 Pre-Primary Report
967,5/23/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Golden Jr., Thomas A.",Committee,2018 Pre-Primary Report
968,6/1/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Lesser, Eric Phillip",Committee,2018 Pre-Primary Report
969,6/7/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"McCarthy, Timothy Patrick",Committee,6/7/18 Deposit Report
970,6/13/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Honan, Kevin G.",Committee,2018 Pre-primary Report (ND)
971,6/15/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Murphy, Stephen J.",Committee,6/15/18 Deposit Report
972,6/15/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Rogers, John H.",Committee,2018 Pre-primary Report (ND)
973,6/15/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"O'Day, James J.",Committee,2018 Pre-Primary Report
974,6/18/2018,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Essaibi George, Annissa",Committee,6/18/18 Deposit Report
975,6/19/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Arciero, Jim",Committee,2018 Pre-primary Report (ND)
976,6/20/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Moore, Michael",Committee,2018 Pre-Primary Report
977,6/20/2018,Greater Boston Real Estate Board Pac 80606,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Committee,6/20/18 Deposit Report
978,6/21/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Murphy, James",Committee,2018 Pre-primary Report (ND)
979,7/2/2018,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,7/2/18 Deposit Report
980,7/2/2018,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,7/2/18 Deposit Report
981,7/23/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Tarr, Bruce",Committee,2018 Pre-primary Report (ND)
982,7/25/2018,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Crighton, Brendan Peter",Committee,2018 Pre-primary Report (ND)
983,8/2/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Essaibi George, Annissa",Committee,8/2/18 Deposit Report
984,8/10/2018,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Zakim, Joshua",Committee,8/10/18 Deposit Report
985,8/13/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kafka, Louis L.",Committee,2018 Pre-primary Report (ND)
986,8/13/2018,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Roy, Jeffrey N.",Committee,2018 Pre-Primary Report
987,8/17/2018,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Cusack, Mark James",Committee,2018 Pre-primary Report (ND)
988,8/24/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Flynn, Edward Michael",Committee,8/24/18 Deposit Report
989,9/13/2018,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Charles D.",Union/Association,9/13/18 Deposit Report
990,10/20/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Wagner, Joseph F.",Committee,2018 Year-end Report
991,10/29/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Dooley, Shawn C.",Committee,2018 Year-end Report
992,11/2/2018,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Ciommo, Mark",Committee,11/2/18 Deposit Report
993,11/7/2018,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,11/7/18 Deposit Report
994,11/9/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan, John F.",Committee,2018 Year-end Report
995,11/16/2018,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Ross, Richard",Committee,2018 Year-end Report
996,11/24/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Gobi, Anne M.",Committee,2018 Year-end Report
997,11/26/2018,Greater Boston Real Estate Board Pac 15297,2108,$200.00 ,"Lawn, John",Committee,2018 Year-end Report
998,12/13/2018,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2018 Year-end Report
999,12/21/2018,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Finegold, Barry R.",Committee,2018 Year-end Report (ND)
1000,12/31/2018,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Livingstone, Jay",Committee,2018 Year-end Report
1001,1/2/2019,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Polito, Karyn E.",Committee,1/2/19 Deposit Report
1002,1/9/2019,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,"DeLeo, Robert A.",Committee,2019 Mid-Year Report (ND)
1003,1/31/2019,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Boncore, Joseph Angelo",Committee,2019 Mid-Year Report
1004,2/15/2019,Greater Boston Real Estate Board Political Action Committee,2108,$300.00 ,"Galvin, William F.",Committee,2/15/19 Deposit Report
1005,2/27/2019,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Flynn, Edward Michael",Committee,2/27/19 Deposit Report
1006,3/4/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2019 Mid-Year Report
1007,3/11/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rush, Michael F.",Committee,2019 Mid-Year Report
1008,3/13/2019,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,"Healey, Maura T.",Committee,3/13/19 Deposit Report
1009,3/19/2019,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Spilka, Karen",Committee,2019 Mid-Year Report
1010,3/21/2019,Greater Boston Real Estate Board,,$300.00 ,"Chandler, Harriette L.",Committee,2019 Mid-Year Report
1011,3/21/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Coppinger, Edward F.",Committee,2019 Mid-Year Report
1012,3/21/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Naughton, Harold P.",Committee,2019 Mid-Year Report
1013,3/22/2019,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Campbell, Andrea Joy",Committee,3/22/19 Deposit Report
